app_id,app_name,review_text,review_score,review_votes,sarcasm_label
10,Counter-Strike,WE WONT FORGET 1.6,1,1,0
10,Counter-Strike,"haven't played much, but looks ok.",1,1,0
10,Counter-Strike,"First of all its my first online game ever. I was very young and i was playing with my friends LAN matches sometimes for fun sometimes with bets the loser treats refreshments. xD This game its the reason that i maked my mum to buy me a PC to playing this game at my home. With the time i learn how to modding on CS 1.6 servers,plugins and more stuffs about PC. After this i learn how to aim on the enemy head, how to fire inside the walls, how to hear someone with his steps and HOW TO FIGHT!!! I have played many FPS(First Person Shooter) Games that they called me hacker of my fast killing. I had so fyckin good and bad moments on that game that i will not forget never. For others its only a game for me it was MY LIFE! This wasnt a review but a little story.  SO COUNTER-STRIKE FTW â™¥â™¥â™¥â™¥â™¥â™¥ES!!",1,1,0
10,Counter-Strike," After 14 years of existence, this legendary game is still in the Steam top 10 most played multiplayers in the world .   While earning tons of money based on Counter-Strike sales, Valve shows its appreciation to the players that bought the game by still not maintaining it and treating it like it doesn't even exist. Even more, starting with February 2013, Valve has released a couple of minor updates for Counter-Strike which intentionally created problems for the game(suddenly stopping afterwards) so that the players would be forced to migrate to and buy CS:GO(which currently has and most probably will keep having major problems like fps drops and hit misdetection - problem present on all Source engine based multiplayers since 2004).  Congratulations, Valve .    Counting the players that migrated to or play the non-Steam version of Counter-Strike, the game still easily classifies itself even today in the top 5 most played multiplayers in the world .",1,0,1
10,Counter-Strike,   Old but Gold.   ,1,1,0
10,Counter-Strike,Old But Gold,1,1,0
10,Counter-Strike,"  Pros  - No crates which you can waste your money. - You don't pay for the extra maps. - Less Russians. - Less cheaters. - Very alive game (after 16 years). - More than 11, 000 active servers (according to Gametracker).  - You don't need actually PC to play this (you can run it on a Calculator). - More mods than games on Steam. - You can spray in the game. - You can buy MP5. - You can use Flashlight and Nightvision. - You can choose a character. - You can play Assassination mod. - You can use Bunnyhop. - You can play CSGO MOD.  And other stuff I can't remember....",1,1,1
10,Counter-Strike,**Joins a CS 1.6 server**  ** Filled with people that don't speak english**,1,1,0
10,Counter-Strike,"I only write this because of how nostalgic I feel. The game that gave me my passion for shooters. Hands down, in my opinion, best game made in history.  This game, I cannot explain how many emotions it gave me, and thousands or millions of other players.  Cs 1.6, please stay alive.   Pros- Everything Cons- Nothing",1,1,0
10,Counter-Strike,It's a nice game...,1,1,0
10,Counter-Strike,I tried it a few times.,1,1,0
10,Counter-Strike,"With only ~4000 hours of playtime (plus a few thousand prior to Steam), i might not be worthy of reviewing this game.  So i'll just leave it at: recommended.",1,1,1
10,Counter-Strike,It's a real legend .. legend of PC games,1,1,0
10,Counter-Strike,There's nothing to say about this... :)   Legend  ,1,1,0
10,Counter-Strike,I've had lots of fun with this game. Graphics are outdated but community is still here to support it.,1,1,0
10,Counter-Strike,best sequal to pokemon since skyrim,1,1,1
10,Counter-Strike,"Ah, this is where it all started from.. The mecca of online competitive scene.. I still remember bunking my extra classes, and play this game in a bunker of a gaming center, during my school days. I didnt think, that it would take root inside of me, that would fruit up, some years later.  Come the post graduation years, and I found myself playing this again, this time.. on a competitive level and making sure I had fun, the entire time I spent, whistling away at this ..  Fond old memories.. Still growing strong.. Still making more and more, as we keep walking through the life..",1,1,0
10,Counter-Strike,"Game which dragged me in gaming, as outdated and old it is, the best memories for me lies within this game. I mainly played because of mods, which were great, like Zombie Mod, Death Run and WC3FT Mod",1,0,0
10,Counter-Strike,"Can shoot terrorists and be terrorist. Can plant bomb as terrorist.  Counter-Strike predicting ISIS before it even existed confirmed? More updates as they come.   UPDATE: Valve has replied to my message, and only said 'Never email us again or we will ban your Steam account'. Yes. So I wondered, what if I ran this through my decoder machine? So I ran it through my decoder machine. And it came out as this lonely message: Trump did 7/11.  What could it mean? I'm not really sure. I'll keep you guys posted.   UPDATE #2: I've done extensive research, and it appears that this decoded message either means that Donald J. Trump owns a large chain of convenience stores, or that he is an international terrorist threat. At this point I'm not entirely sure which it is. If you have insight into this topic, please reach me at  xXilluminartyboizXx@internetexplorer.com . Thanks.   UPDATE #3: This might be my final update. I found a note slipped into my underwear when I woke up this morning. It was adressed from Valve. I opened it, naturally. Inside was one, simple sentence: Trump sees all.   Guys, listen, I don't know for sure if Trump did 7/11, or he made ISIS, or anything, but it's been fun trying to figure it out. If I don't make it to another update, and they get to me first, just tell my hamster Poochins that I loved him. Peace out.",1,1,1
10,Counter-Strike,The best game ever!,1,0,0
10,Counter-Strike,pretty good,1,0,0
10,Counter-Strike,The best game !,1,0,0
10,Counter-Strike,Best FPS ever to grace the computer.,1,0,0
10,Counter-Strike,Great!,1,0,0
10,Counter-Strike,There's no reason to not play this game :D  ,1,0,0
10,Counter-Strike,one of the best fps game!,1,0,0
10,Counter-Strike,Forever the best game on Steam &lt;3,1,0,0
10,Counter-Strike,THIS GAME IS AWESOME!!!!!!!!!!!,1,0,0
10,Counter-Strike,Best [CENSORED]in' shooter eva' ! -_- \m/,1,0,0
10,Counter-Strike,Very balanced game. Should have Steam Trading Cards and Achievements.,1,0,0
10,Counter-Strike,"Seriously, one of my favorite games of all time.",1,0,0
10,Counter-Strike,One the best games i've ever played. :),1,0,0
10,Counter-Strike,"If you liked one point six of Counter-Strike you might have enjoyed Coldplay.  Also, you're a Community is [CENSORED], gameplay is boring. But I love the kids screaming hacker &lt;3 10/10ing hipster who needs to get off the Gameboy and Community is [CENSORED], gameplay is boring. But I love the kids screaming hacker &lt;3 10/10ing play a game that isn't older then my mother.  BBQhtc - My mother is a saint...",1,0,1
10,Counter-Strike,"You are 14 years old, first time trying to play something multiplayer and online. You see this game, since you have a potatoe PC you start to play this game. Runs smoothly on 53 FPS, woow sounds are great, look an AK-47 but name CV-47 you play it you shoot, you get killed asking yourself how you didn't kill him cause you shot 27 bullets on that guy and he still is alive. You play it over and over, finally getting your first kill. (cause the enemy was coruching and looking the other way and you instantly kill him running 17 bullets spent) you get high hopes, I can play this game it is so easy. You get more kills, you get greedy you rush alone you get killed when you even thought about rushing by an AWP on mid. Ages pass, poeple pass, kills get comon. You start to play better, after 2 years you learn the recoils you learn the hidding spots, you know what is the enemy's next move. You practise your awp then. You play DM and DM only with an awp, your kills are slick, and your flicks are quick and accurate. Admin invites you to his clan. FIrst time you play this game with somenone for serious. You can't do anything cause you are not used to an opposite player to play smartly and you get owned, you don't do kills and your teammates question your skill. Couple more months pass you learn your duties as a teammate. You give info you cover you open. Clan gets closed down, you find another clan you are one of the best players. You play more switch clans for better ones. You get to LANs you get scared of the all expecations and so many eyes on you. You tilt and miss your shots, months pass, you get better, you become a man of steel and high nervous, 2000 hours pass you are finally a great player. 10 000 hours pass, you win LANs you play against better players, you try a gainst payed players you are toe-to-toe with them but you loose cause your team isn't on that level and they get scared. 20 000 hours pass game is dying and so is your love for this game. But no one can pay thoose voice chats from 8 P.M till 6 A.M every weekend with your friends. So much hours in this game and you acomplished nothing. You play against your local teams you get banned cause they don't expect somene to play that good without cheats and you stop playing this cause cheaters take over, very 12 year old first downloads a cheat then this game. You get mentally tortured cause the kid is telling you how bad you are and that you suck, you cry inside. Thinking what happened to me, how come this kid plays better then me, then you figure out the cheats are great, but you still play it fairly. You cry cause no one cares for e-sports in your country and no one wants to pay you for playing games. Your parents tell you you don't have a life you loose some friends, you loose your girlfriend you stop being active in sports. YOu just play this game hoping to be recognised, but you don't so to help everyone in this world after 30 000 hours on this game, don't play it it is a sinking ship and it is pulling you down. Tears are in my eyes for all the time I was good but now you can't play a normal match since cheaters will destory you... run READER, move away, press back and never turn back on this game..",-1,1,1
10,Counter-Strike,Game full of cheaters nice valve.,-1,0,1
10,Counter-Strike,Still better then cs:s and cs:go :),1,0,0
10,Counter-Strike,I love this game,1,1,0
10,Counter-Strike,Legend from the good old days!,1,1,0
10,Counter-Strike,Oh Counter-Strike... If you don't have this game then where have you been the last 15 years -_- (Also it's my personal favorite FPS),1,1,0
10,Counter-Strike,Cool,1,1,0
10,Counter-Strike,2 addictive!!!!!! *_^,1,1,0
10,Counter-Strike,"A great FPS from another era, that still lives up to it's name to this day. If you're looking for a game that plays well, this is the game.",1,0,0
10,Counter-Strike,Fantastic game. Iam a huge collector of the N64 games and atari. if you like goldeneye or perfect dark on N64 you will love this.,1,0,0
10,Counter-Strike,better than call of duty,1,0,0
10,Counter-Strike,"Not nearly as good, in the ways of graphics, compared to source, but in other ways, it's better in maps! 10/10!",1,0,0
10,Counter-Strike,"WHILE CLEANING YOUR PC FROM TRASH, IN BOTTOMLESS DEPTHS OF IT, YOU BUMP INTO OLD CS 1.6 @ YOU DECIDE TO RELIEVE YOUR MEMORIES AND CHILDHOOD EXPERIENCE @  YOU THINK ABOUT MLG HEADSHOTS WITH AWP @  AND YOUR NICKNAME ON TOP OF THE SERVER  @  YOU JOIN IN SERVER WITH DE_DUST2  @  @  @ @ HALF OF THE SERVER HAS SOME ANIME SKINS @  THE FIRST DUDE FLIES @ THE SECOND ONE DOES WALLRUNNING @  THE THIRD ONE IS SURROUNDED BY SOME â™¥â™¥â™¥â™¥â™¥â™¥â™¥T AURA, WHICH STOPS YOUR BULLETS @  THE FOURTH â™¥â™¥â™¥â™¥ER TELEPORTS BEHIND YOU AND KILLS YOU WITH LIGHTSABRE  @  THE FIFTH DUDE HOLDS 2 MINIGUNS @  9001ST ONE TURNS INTO SOME DEMON AND BURNS YOU WITH LASER BEAM EYES @  YOU AND THE REST OF 'CASUAL' PLAYERS TRY TO DO SOMETHING WITH THIS BUNSH OF WIZARDS @  NO SPECIAL SHOP WITH THIS â™¥â™¥â™¥â™¥ FOUND @  ONE OF THE 'DEMONS' TOOK COVER BEHIND THE WALL, YOU SEE HIS BURNING FOOTPRINTS @  YOU WASTE ONE AMMO PACK @  AND ANOTHER @  FINALLY, 'DEMON' DIES @  THE WHOLE VOICE CHAT IS FILLED WITH SOME KID'S SCREAM 'CHEATER!WALLHACK!!HE CAN SEE THROUGH WALLS!11 @  YOU GOT BANNED @  @ @ @ @ @ @ AFTER YOU'VE EXTINGUISHED YOUR BUTT, YOU DIDN'T GAVE UP. MAYBE IT'S JUST A SINGLE SICK SERVER, WHO KNOWS WHAT COULD'VE CHANGE @  YOU BUMP INTO 35HP MAP  @  REMEMBERING THE TIMES WHEN YOU WERE SLASHING NOOB PACKS, YOU JOIN IN @  AND YOU SEE â™¥â™¥â™¥â™¥ING OVERSIZED BLADES FROM OTHER RPG'S @  SERVER ADMIN RIDES ON SKATEBOARD AND THROWS KUNAIS IN EVERYONE @  BUT HE FLEW WAY TOO CLOSE TO YOU  @  THIS IS YOUR CHANCE  @ YOU PRESS SPACEBAR, LIKE A NINJA, AND KILL HIM WITH MORROWIND BLADE (holy â™¥â™¥â™¥â™¥) @ BUT THE ADMIN HAD 200HP, SO HE DIDN'T GAVE A â™¥â™¥â™¥â™¥ @  YOU GOT FROZEN AND EATEN BY HEADCRABS @  YOUR RAGE IS UNLIMITED, YOUR BUTT LITERALLY BLEEDS WITH HOT LIQUID METAL @ @ @ @ @ @ @ @ LOOKS LIKE YOU'VE FOUND THE NORMAL SERVER! @  CS_ASSAULT - CLASSIC @  NO CHRISTMAS HATS @  NO DEMONS/SKELETONS/DRAGONS @  NOBODY SHOOTS LASERS @  NOBODY FLIES @  YOU THINK ABOUT GOOD OLD TIMES... YOU DROP THE NOSTALGIA TEAR... @  BUT HOLY â™¥â™¥â™¥â™¥ING â™¥â™¥â™¥â™¥, YOU REALIZE THIS IS WAY TOO GOOD TO BE THE TRUTH @ @ @ @ @ @ @ @ @ @ @ @ @ @ â™¥â™¥â™¥â™¥-GRENADES",1,0,1
10,Counter-Strike,Old but Gold.,1,0,0
10,Counter-Strike,I recommend you this game if you're 12 years old who just discovered weed.,1,0,1
10,Counter-Strike,"After not playing this game for almost a decade, honestly can say it is just as fun!",1,0,0
10,Counter-Strike,Awesome game! Recommended by me :D,1,0,0
10,Counter-Strike,"Just 'Counter-Strike' ! King of FPS games. Nothing more, nothing less ;] ",1,0,0
10,Counter-Strike,NIce game,1,0,0
10,Counter-Strike,Best shooter ever,1,0,0
10,Counter-Strike,"Very fun game, It's a classic and the only reason I use steam in the first place. If you're a fan of the series pick this up now.",1,0,0
10,Counter-Strike,I suck at it. But it's still fun.,1,0,0
10,Counter-Strike,Good game but there aint many communities out there to play in!,1,0,0
10,Counter-Strike,"WOW, this game, man. This freakin game!!! It's amazing! Valve made a good choice hiring the guys who made this. Praise Lord Gaben!",1,0,1
10,Counter-Strike,each individual frame is rendered in powerpoint. nice,1,0,1
10,Counter-Strike,"Definitely fun if you take the time to practice and get good at the game, takes a lot of skill and time!",1,0,0
10,Counter-Strike,"11/10 game took my life, would let it take life again",1,0,1
10,Counter-Strike,i dont own the game but i can somehow review the game 0/10 great review system,1,0,1
10,Counter-Strike,i want to go home,1,0,1
10,Counter-Strike,Send help I can't stop.,1,0,1
10,Counter-Strike,"This game is really cool, it's one of the best Counter-Strikes, recommend playing this game! Its a fantastic game !!",1,0,0
10,Counter-Strike,every time the bomb explode i scream: ALLAHUAKBAR my dad is proud :) 9/11 would behead counter-terrorists again,1,0,1
10,Counter-Strike,"A great game of cat-and-mouse where you either play as a terrorist (plant bombs or hold hostages) or counter-terrorist (defend bombsites or rescue hostages). Either complete those objectives or kill all players of the opposing team to win the round.  Counter-Strike is a fast-paced, realistic shooter that encourages teamwork so play with a friend (it's also more fun). The graphics hasn't aged well but the guns still looks authentic. One thing I hate about Counter-Strike is when you die, you have to sit and wait until the round ends. Even if the rounds are usually short, it's frustrating and it puts a ton of anxiety to your efforts of staying alive. Fortunately, Counter-Strike has tons of mods available so you're able to play the game in many different ways. This helps the game from becoming monotonous and keep the game fresh.  There's also not a lot of detail in the sound, other than the guns, but that's a minor complaint. The mods, dedicated servers and competitive nature of the game is what holds this game together to this day and that's why millions of people still play this old-school game. Although there are many better shooters on the market now, Counter-Strike's unique gameplay is what keeps me coming back from time to time.  8/10 - GREAT GAME",1,0,0
10,Counter-Strike,"Eh, its alright",-1,0,0
10,Counter-Strike,full of russians,-1,1,0
10,Counter-Strike,"Best Game, I dont recommend it though, very high skill cap. tried to go pro, ended up becoming an alcoholic. sad story. RIP.",-1,1,1
10,Counter-Strike,"Yet another great game ruined by its community. 4/5 people got this non-steam. Almost every server is not English. 3/4 servers have some mods, which make the game unplayable if you have a low lvl on some class, because how much â™¥â™¥â™¥â™¥â™¥â™¥â™¥â™¥s think theyre cool because they bought a premium class and camp in a corner.  Oh and did i mention the servers without mods have no players, or use mods without telling it.",-1,0,0
10,Counter-Strike,"Was it good then? Probably. Is it good now? Hell no.  It might just be me, but I really don't find the appeal behind this game in 2016 - whatever year it is now. Global Offensive and Source are the series' best for me.  Don't get me wrong, I love games from this era like Quake, HL1 and I still enjoy those more than newer entries, but I just can't see why you would buy this when CS:GO is miles better for a tiny increase in price. In this case, its a matter of whether the game holds up against it newer entries or (by itself) and I just don't feel that this fulfills those properties.",-1,0,1
10,Counter-Strike,My Love Its Cs 1.6,-1,0,0
10,Counter-Strike,"my game is so broken, and so stupidly made (i cannot do anything in) all time reconekt and spit out!!! May i cnow the reason for it?",-1,1,0
10,Counter-Strike,"when I would go in and play. but when I arrived, all in giant zoomed know someone what to do to zoom out of the game. ???",-1,0,0
10,Counter-Strike,i used to play cs before since 10years ago. but this cs i purchased it sucks. can't play properly.. that's why i wanted to refund. even the settings cant fix it.,-1,0,0
10,Counter-Strike,cool,-1,1,0
10,Counter-Strike,THIS GAME WILL GET YOU A VIRUS IF YOU JOIN ONLINE DONT BUY I BOUGHT IT IF YOU TRY WITH BOTS IT WILL SEND YOU TO MULTIPLAYER SERVER THAT HAS VIRUS,-1,1,0
10,Counter-Strike,â™¥â™¥â™¥ off I can't get refund,-1,0,0
10,Counter-Strike,My negative vote is for this Steam version only. CS 1.6 is a great game but for some reason valve removed bots and the main menu music in this version so I can't recommend getting this version.,-1,0,0
10,Counter-Strike,I remember playing this game on WON. This was one of the best games on the market until GO came out. I've wasted so much time playing this game and I regret every second of it. Waste of time and it'll turn you into a homeless nerd with no friends.,-1,1,1
10,Counter-Strike,2 Thumbs up!!!,-1,1,0
10,Counter-Strike,physics? not here.,-1,0,0
10,Counter-Strike,"CLIENT MODEL WORLD IS NULL !!!  wtf is going on, i have vertyfied the game, and went into the folders and deleted all the things in cs-download, and it still dosent work !!",-1,0,0
10,Counter-Strike,I can't think of a single reason why someone would install this today. Used to be famous but is now archaic and empty. Those servers that do exist are full of non-English speaking hackers.,-1,0,0
10,Counter-Strike,Only â™¥â™¥â™¥â™¥ing brazilians play this game.,-1,1,0
10,Counter-Strike,"I like old games, I mean, i grew up playing the Lands Of lore RPG's. This game was awesome when it came out for its time..but i like to move on with the times and experience newer, better games. I want to push my rig, and going back to a game from 2000, wont be doing much for me. I can understand why alot of people have trouble letting go of the past, and playing all the games they did when PC gaming started to become more relivent, but common, there are so many better looking, newer games out there that people dont give a chance. Even CSGO needs a buff,graphically and mechanically but thats just me.",-1,1,0
10,Counter-Strike,"hello....not good, maybe anyone can help me, i cant play counter strike, every time i connect to some server, sometimes it allowed me to play but sometime not, its connectic to other servers all the time, like reconnecting....showing that loading bar...precaching items or something like that....very sad i both this game only yesterday, one more thing...tried to purchase a gift for my friend...they took my money, but didnt gave my friend a gift, nothing.....",-1,0,0
10,Counter-Strike,you cant add the bot to your game so basicly it's kind of pointless to play the game,-1,1,0
10,Counter-Strike,"people said it was the best cs of all time so i figured i would pick it up. when i got into my first game, i had problems looking around... this didnt stop. im stuck sometimes looking at the ground and as much as i move my mouse im still looking at the ground. sometimes im looking at a wall, and i move my mouse as much as i can. but the mouse keeps going right back to the same place on the screen. please help, i cant play until this problem is fixed.",-1,0,0
10,Counter-Strike,This game is crap,-1,0,0
10,Counter-Strike,"Bad compared to CZ and GO (without skins and new community).  Still better than Source though. If there was an option between 'Recommended' and 'Not Recommended', I would choose it.",-1,1,0
10,Counter-Strike,incredibly hard to get a vac ban,-1,1,0
10,Counter-Strike,IMHO this engine should be end on single player.,-1,0,0
10,Counter-Strike,Outdated but still fun. Nothing like I remember though.,-1,0,0
10,Counter-Strike,"I don't see whats so great about it, beware new players. You will get kicked alot :/",-1,0,0
10,Counter-Strike,"I got banned from this game in 2002 by VAC just because I logged in from a computer with hacks installed in a LAN SHOP. It has been 11 years since I was banned and I still can't play Counterstrike with my account. I am already 25 this year, even prisoners in democratic nations are given 2nd chance but not STEAM. Shameful!",-1,1,0
10,Counter-Strike,Why the helll my server is keep changing all the time and how i can stop that?,-1,1,0
10,Counter-Strike,I like it but its too hard............,-1,0,0
10,Counter-Strike,with W10AU game not starting anymore,-1,1,0
10,Counter-Strike,No Gmod textures 0/10 get CS Source instead,-1,0,0
10,Counter-Strike,dosent work and i want refund it  ,-1,0,0
10,Counter-Strike,"People say its a classic, Classic is the mod for half-life.",-1,1,0
10,Counter-Strike,full of mexicans. not trying to be racist but i dont understand anything they say.,-1,0,0
10,Counter-Strike,Bad recoil controll - Grenade Can kill you trough wall - Stupid wallbangs - Lots of cheaters - Viruses,-1,1,0
10,Counter-Strike,  this game dosen't work for black people,-1,1,1
10,Counter-Strike,This is honestly one of the worst games I have ever played.,-1,0,0
10,Counter-Strike,"its its ew... too many hackers, communitys all about the bass, outdated graphics, hard to play,",-1,0,0
10,Counter-Strike,"You had only one job, valve, and you decided to remove bots.",-1,0,0
10,Counter-Strike,It keeps kicking me for no reason :(,-1,0,0
10,Counter-Strike,Cheaters Heaven ! x.x,-1,0,0
10,Counter-Strike,Help! I cant aim with my mouse ! What can i do?,-1,1,0
10,Counter-Strike,I keep hearing that CSGO is a good game but this is way outdated. How is this a new game?,-1,1,0
10,Counter-Strike,can i get my money back plsae,-1,1,0
10,Counter-Strike,"I get disconnected from a server whenever I join one, and sometimes I get sent to a completely random server. The game is unplayable",-1,0,0
10,Counter-Strike,"Always hated Counter-Strike, got it as I got Half Life 1.",-1,0,0
10,Counter-Strike,Full hacks everywheres ..,-1,1,0
10,Counter-Strike,"Awesome game. Have enjoyed it for years, and will continue to enjoy it!",1,0,0
10,Counter-Strike,"Headshots, Monsterkills, Rampage! It is STILL after 10 years one of the best FPS defining games (mods :D) ever created. Due to its age is not very demanding on your PC so there is absolutely no reason for you NOT to have fun, addictive, balanced, competitive multiplayer shooter.",1,0,0
10,Counter-Strike,"Although this game was made 100 years ago, it still retains its core value being a great FPS shooter that requires team work and not just 360 no scoping. This game wouldn't mean anything to a 13 year old because the graphics aren't great but to a person my age this game holds many hours in my heart. 8.5/10",1,0,1
10,Counter-Strike,the bomb has been planted,1,0,1
10,Counter-Strike,"It's a world filled with racists, 12 year olds, drug addicts and Mexicans. They call it - CS 1.6",1,0,1
10,Counter-Strike,"Welcome to the worldâ€™s most fun over rated pile of â™¥â™¥â™¥â™¥.   Since I first got a PC nearly 3 years ago all I have ever heard is counter strike, counter strike, counter strike. And, after about 15 hours of play time I see why.   Right away I can see that when counter strike came out it was the magnum opus of the fps/multiplayer genre and I can respect that but that also explains the largest problem with counter strike, its nonexistent learning curve. For the first maybe 3 hours I played on a few different servers and never killed a single person. I figured Iâ€™m new to this and it seems as thoe these guys/girls have been playing much longer than I have been so I began to brush it off and then 2 hours and may servers later I had killed maybe 6 people, not much had changed. And then remembered that thatâ€™s stupid, I shouldnâ€™t be playing against people that have 150 hours clocked while I have 5.  Another problem is the weapons  I can understand the weird names, Valve would have been a smaller company then and saved a buck by naming them weird stuff but that doesnâ€™t mean I wonâ€™t still make fun of them. The damaged ratio is also complete â™¥â™¥â™¥â™¥â™¥. The sniper rifle is a one hit kill the subs are useless and I was once hit across the map with a shot gun blast. The knife is a bit under powered but Thats better than it being a light saber. And For some reason the only guns that are ever used are the AK look alike the M16 look alike and the sniper rifle.   I should say that counter strike is not a bad a game. It's for sure a sextillion times better than any Call of Duty ever made. And I will confess that this game is more fun giving your friends ADHD kid a gram of cocaine and telling him his dad is made of candy. But itâ€™s also as frustrating as trying to put that same kid in a car seat. ",1,0,1
10,Counter-Strike,Do not hate the game becouse of graphics. When it was created it was HD but it's time has passed.,1,0,1
10,Counter-Strike,Killed myself with a grenade.  moron/10,1,0,1
10,Counter-Strike,"CS was the very first FPS game I was introduced to (over 10 years ago OMG), and I've been in love with it ever since.  Makes me a lil giddy sometimes, and compared to the graphics and simulation of today's shooters the quality is pretty â™¥â™¥â™¥â™¥ (I'm prepared for some flak), but really, it's like that bottle of wine that has aged and mellowed on the beloved alcohol shelf *hic*...NOTHING can beat the classics.  A bottle of the finest Chardonnay for this veritable *hic* shooter! And another just for me.  *Collapses in drunken stupor*",1,0,1
10,Counter-Strike,"Why does this game dont run normaly on my macbook 2008 Aluminium model? WTF. Frame rate is super low, i cant move the mouse, it's glitching as hell. This game should run perfeclty on my old tetris!",1,0,1
10,Counter-Strike,My first love when I was 8 :D,1,0,1
10,Counter-Strike,"One of the best shooters ever made. No levels, no accessories for your guns, no 'cheat' guns... just you and your skill.  Lots of hours spent in this game and so much fun I have had with it.   8.5/10  -----------------------------------------------------------------------------------------------------  Uno de los mejores shooters de la historia. No hay niveles, ni accesorios, ni armas 'chetadas'... solo tÃº y tu habilidad.  Muchas horas jugadas en este juego y me he divertido mucho con Ã©l.  8.5/10",1,0,0
10,Counter-Strike,This game gave me swagger,1,0,1
10,Counter-Strike,"I've spent so many hours playing this game, meeting new people.  I you've never played this game... what's wrong with you?",1,0,1
10,Counter-Strike,This game ruined my childhood pretty much,1,0,1
10,Counter-Strike,So this game was released when i was still a sperm and still it has a huge popularity wich is insane no other game can do this EVER. counter-strike ha totally changed all gamers lifes amazing.,1,0,1
10,Counter-Strike,I found that once I lowered my resolution to 640 x 480 I became 70% better at the game. Makes heads bigger and easier to aim at so it's pretty similar to CS:S. gg ez noobs get rekt fgts easily 9/10 go buy it,1,0,1
